zcta,total_population,median_household_income
04747,1318,61089.0
04750,1828,43750.0
04756,3313,43750.0
04757,2533,78690.0
04758,1524,63237.0
04760,681,56771.0
04761,430,53125.0
04762,517,52344.0
04763,653,46696.0
04764,26,
04765,1452,47269.0
04766,295,53750.0
04768,376,47250.0
04769,8736,57396.0
04772,942,71125.0
04773,575,50489.0
04774,602,35481.0
04776,886,50625.0
04777,503,53125.0
04779,364,86042.0
04780,882,53750.0
04781,573,54792.0
04783,468,53750.0
04785,2018,38542.0
04786,1686,48235.0
04787,454,56250.0
04841,6991,55276.0
04843,5243,82841.0
04847,1711,83462.0
04848,686,75625.0
04849,3898,79051.0
04851,85,47292.0
04852,137,139063.0
04853,488,93667.0
04854,1375,82250.0
04855,316,250001.0
04856,3663,93169.0
04858,1400,80938.0
04859,810,77708.0
04860,1506,72112.0
04861,2761,53775.0
04862,4195,71546.0
04863,1063,72262.0
04864,4893,77321.0
04901,27431,54122.0
04910,2358,57356.0
04911,1787,56207.0
04912,937,57321.0
04915,9030,59083.0
04917,3298,86021.0
04918,0,
04920,1775,43138.0
04921,1716,63355.0
04922,969,59615.0
04923,520,70208.0
04924,2082,55443.0
04925,80,71250.0
04926,0,
04927,3385,74544.0
04928,2079,62566.0
04929,706,51964.0
04930,4216,53537.0
04932,1241,70104.0
04936,216,34313.0
04937,6411,62633.0
04938,10368,54281.0
04939,819,53083.0
04940,0,
04941,1524,65365.0
04942,1154,51125.0
04943,1681,46638.0
04944,63,
04945,1270,57661.0
04947,1584,67292.0
04949,913,59464.0
04950,4761,48750.0
04951,1034,78409.0
04952,1853,67045.0
04953,3145,62708.0
04955,1622,61250.0
04956,569,61413.0
04957,4090,66099.0
04958,2135,52593.0
04961,795,44000.0
04963,7375,73611.0
04964,84,69432.0
04965,2150,49261.0
04966,1681,45917.0
04967,3918,55822.0
04969,1319,60625.0
04970,1420,58182.0
04971,1703,64688.0
04973,1494,85192.0
04974,2649,61283.0
04975,49,
04976,10117,55245.0
04978,867,105694.0
04979,919,56136.0
04981,2584,72178.0
04982,261,30469.0
04983,1773,50781.0
04984,679,53333.0
04985,163,83750.0
04986,2323,69375.0
04987,917,47321.0
04988,1958,50000.0
04989,4544,74828.0
04992,0,
05001,9747,74369.0
05009,0,
05030,92,
05031,44,
05032,2879,86964.0
05033,3232,93393.0
05034,228,43250.0
05035,779,68651.0
05036,1109,104073.0
05037,863,100938.0
05038,1301,65057.0
05039,987,80781.0
05040,568,92981.0
05041,289,83125.0
05042,626,77917.0
05043,986,79107.0
05045,1787,73889.0
05046,1234,76528.0
05048,2494,99282.0
05050,159,
05051,997,60625.0
05052,415,76417.0
05053,302,143295.0
05055,3463,140590.0
05056,350,71375.0
05058,147,74151.0
05059,376,
05060,4064,66186.0
05061,1989,77652.0
05062,553,77500.0
05065,1084,69850.0
05067,151,115089.0
05068,2937,81607.0
05069,679,74792.0
05070,488,124671.0
05071,124,111538.0
05072,722,112237.0
05073,52,
05075,1326,104250.0
05076,531,67344.0
05077,1085,70893.0
05079,898,68448.0
05081,775,56971.0
05083,198,55417.0
05084,156,113750.0
05086,596,81875.0
05088,780,76176.0
05089,4498,53872.0
05091,3387,115875.0
05101,4135,71625.0
05141,116,
05142,726,78750.0
05143,4916,73438.0
05146,663,86750.0
05148,1550,82807.0
05149,2171,63098.0
05150,418,65804.0
05151,1691,108050.0
05152,445,122857.0
05153,851,80313.0
05154,446,
05155,810,81250.0
05156,9028,64292.0
05158,1214,97778.0
05161,759,121375.0
05201,14966,60428.0
05250,3907,81536.0
05251,1395,102216.0
05252,638,72813.0
05253,624,
05254,441,107813.0
05255,4086,97037.0
05257,2891,92212.0
05260,416,62222.0
05261,2200,63724.0
05262,1979,88417.0
05301,16848,54599.0
05340,764,80000.0
05341,631,47813.0
05342,461,82708.0
05343,1003,75921.0
05344,522,
05345,1747,66397.0
05346,5236,75541.0
05350,799,56379.0
05351,187,
05352,895,82000.0
05353,1358,80833.0
05354,2444,79601.0
05355,868,76406.0
05356,581,57273.0
05358,386,60625.0
05359,773,76250.0
05360,364,106250.0
05361,993,79545.0
05362,179,60125.0
05363,2008,78939.0
05401,31676,60532.0
05403,20385,97041.0
05404,8198,77020.0
05405,2840,
05408,10199,98656.0
05439,1244,
05440,1802,64390.0
05441,552,77813.0
05442,439,83750.0
05443,6353,91458.0
05444,1711,101336.0
05445,3905,136385.0
05446,16361,97442.0
05447,123,51250.0
05448,962,79583.0
05450,5357,72991.0
05452,22494,97697.0
05454,5195,118438.0
05455,1296,112712.0
05456,978,138214.0
05457,1787,101964.0
05458,2187,98151.0
05459,2003,79841.0
05461,4815,112589.0
05462,1778,95323.0
05463,604,69063.0
05464,3125,86464.0
05465,5628,116786.0
05468,13347,112122.0
05471,681,50250.0
05472,1957,96205.0
05473,1580,94919.0
05474,1264,103672.0
05476,3217,61944.0
05477,4374,118214.0
05478,16016,70752.0
05481,0,
05482,7844,115019.0
05483,1584,69848.0
05485,0,
05486,1536,133750.0
05487,1618,72917.0
05488,7896,73140.0
05489,3429,88015.0
05491,5750,91053.0
05492,700,75694.0
05494,1771,111875.0
05495,10984,105768.0
05602,12491,81552.0
05640,288,116250.0
05641,16969,70019.0
05647,1150,72225.0
05648,533,83846.0
05649,422,91667.0
05650,842,94063.0
05651,1499,92813.0
05652,778,71667.0
05653,513,76484.0
05654,1044,59167.0
05655,3016,82763.0
05656,3475,53828.0
05658,1652,70662.0
05660,1900,94107.0
05661,6114,65057.0
05663,6766,72132.0
05664,0,
05666,27,
05667,2245,60938.0
05669,835,72361.0
05670,38,
05672,5252,86304.0
05673,2465,94837.0
05674,1678,84688.0
05675,897,67569.0
05676,4894,91488.0
05677,2298,151745.0
05678,181,142803.0
05679,3136,94180.0
05680,2052,68214.0
05681,125,87083.0
05682,1257,80625.0
05701,20142,58744.0
05730,490,88500.0
05731,29,
05732,1229,30625.0
05733,5970,65673.0
05734,1267,74643.0
05735,3632,76816.0
05736,490,43523.0
05737,696,98438.0
05738,1287,89306.0
05739,1268,62344.0
05742,785,76250.0
05743,4144,67763.0
05744,459,70750.0
05746,0,
05747,322,47250.0
05748,485,72336.0
05751,835,71538.0
05753,11031,87340.0
05757,774,71333.0
05758,781,63214.0
05759,2067,59948.0
05760,950,66583.0
05761,1019,58654.0
05762,397,67115.0
05763,3099,67474.0
05764,3094,62348.0
05765,1802,65000.0
05766,508,118542.0
05767,1431,70260.0
05768,25,
05769,1308,92500.0
05770,1154,87321.0
05772,845,71875.0
05773,2379,79181.0
05774,997,73000.0
05775,565,56667.0
05776,348,53533.0
05777,3237,60821.0
05778,995,76250.0
05819,9323,59844.0
05820,334,69167.0
05821,1025,60000.0
05822,1999,72593.0
05824,1163,61471.0
05825,87,
05826,715,76442.0
05827,615,80500.0
05828,2042,74688.0
05829,1600,67917.0
05830,1534,67321.0
05832,1061,76023.0
05833,42,66500.0
05836,1447,97179.0
05837,325,53750.0
05839,622,71023.0
05840,28,77500.0
05841,325,71000.0
05842,532,72500.0
05843,2283,54750.0
05845,1414,78125.0
05846,1144,47857.0
05847,1154,56858.0
05850,351,
05851,5972,63586.0
05853,711,88558.0
05855,7576,57611.0
05857,1329,76992.0
05858,328,48500.0
05859,2217,80694.0
05860,2859,60238.0
05862,412,93594.0
05866,746,71000.0
05867,677,59500.0
05868,59,51979.0
05871,1369,70565.0
05872,766,36833.0
05873,753,84750.0
05874,655,91607.0
05875,448,63897.0
05901,5,
05902,108,51429.0
05903,714,60300.0
05904,187,45000.0
05905,982,83000.0
05906,1335,54423.0
05907,112,63125.0
06001,19157,151033.0
06002,21547,97436.0
06010,61206,83642.0
06013,9613,158357.0
06016,6833,119338.0
06018,2630,56328.0
06019,9735,128725.0
06020,0,
06021,1463,114904.0
06022,29,
06023,1464,111042.0
06024,570,79189.0
06026,5176,122764.0
06027,1376,114563.0
06029,16571,125216.0
06031,1385,99219.0
06032,18642,131488.0
06033,29311,144394.0
06035,7939,109922.0
06037,18754,110443.0
06039,1955,98882.0
06040,36171,84741.0
06042,23302,89132.0
06043,4848,124861.0
06051,29421,48682.0
06052,8232,80640.0
06053,35697,61498.0
06057,5922,117224.0
06058,1819,85859.0
06059,344,99250.0
06060,2290,133333.0
06061,762,
06062,17499,81878.0
06063,3248,126432.0
06065,671,119401.0
06066,30377,80766.0
06067,20716,100122.0
06068,2034,96375.0
06069,2562,106761.0
06070,15353,159797.0
06071,10554,115833.0
06072,0,
06073,5825,180172.0
06074,26820,143025.0
06076,11989,96944.0
06078,10751,120345.0
06079,0,
06080,991,
06081,1607,103125.0
06082,41100,91141.0
06084,14685,135688.0
06085,7521,144808.0
06088,4324,83116.0
06089,3548,132794.0
06090,829,135909.0
06091,176,65962.0
06092,4239,201574.0
06093,3894,133857.0
06095,29367,107548.0
06096,12555,90417.0
06098,10200,68661.0
06103,2845,79476.0
06105,18660,41235.0
06106,37809,47542.0
06107,20423,167659.0
06108,24027,55766.0
06109,27180,118523.0
06110,12307,81972.0
06111,30551,98585.0
06112,21918,47010.0
06114,25283,47905.0
06117,15863,169162.0
06118,26771,75523.0
06119,15011,105522.0
06120,13832,33521.0
06226,19068,44103.0
06231,3645,159844.0
06232,3148,127335.0
06234,8526,91270.0
06235,2116,96944.0
06237,5268,122500.0
06238,12267,104953.0
06239,11594,80383.0
06241,6317,80547.0
06242,1255,100625.0
06243,107,152596.0
06247,2286,110234.0
06248,5464,136328.0
06249,7137,106594.0
06250,4780,103333.0
06254,1925,100179.0
06255,4442,90651.0
06256,1796,72386.0
06258,79,
06259,4455,105970.0
06260,9227,67353.0
06262,787,65658.0
06263,320,
06264,214,89554.0
06266,278,83456.0
06268,10782,56533.0
06269,6723,
06277,4023,107390.0
06278,4345,127969.0
06279,5563,88370.0
06280,3179,73488.0
06281,7417,110341.0
06282,902,91379.0
06320,27275,60224.0
06330,3311,92857.0
06331,5102,99487.0
06332,952,58328.0
06333,7323,131628.0
06334,2327,110375.0
06335,6100,126121.0
06336,46,
06338,62,
06339,9263,104963.0
06340,29833,77768.0
06350,71,
06351,15697,84107.0
06353,369,
06354,5840,89861.0
06355,12223,132367.0
06357,11315,98852.0
06359,5154,115069.0
06360,37527,65848.0
06365,4781,109441.0
06370,7547,100891.0
06371,9855,127429.0
06373,137,45556.0
06374,7884,69294.0
06375,3667,104427.0
06376,87,183625.0
06377,2905,94120.0
06378,5408,126014.0
06379,9003,87352.0
06380,2427,44430.0
06382,10076,85021.0
06384,2812,90500.0
06385,15900,110375.0
06387,184,120385.0
06389,38,
06390,53,51964.0
06401,19160,80953.0
06403,6089,95405.0
06405,28090,97223.0
06409,858,102623.0
06410,28792,150524.0
06412,3786,94570.0
06413,13317,116023.0
06414,407,126360.0
06415,16075,119656.0
06416,14301,104458.0
06417,4432,86995.0
06418,12150,75718.0
06419,6219,132739.0
06420,4323,118839.0
06422,7182,151875.0
06423,5163,106217.0
06424,12401,116645.0
06426,3285,104028.0
06437,22037,130036.0
06438,3012,127905.0
06439,58,
06441,5323,110574.0
06442,2623,99578.0
06443,17577,168341.0
06444,261,135179.0
06447,6106,140022.0
06450,35896,68961.0
06451,24522,68081.0
06455,2592,114500.0
06456,253,125350.0
06457,46690,74003.0
06459,956,
06460,37084,106776.0
06461,15256,124129.0
06467,570,
06468,18833,156731.0
06469,3125,101855.0
06470,15576,149933.0
06471,7073,120885.0
06472,6414,108333.0
06473,24527,127370.0
06475,10515,119500.0
06477,14251,145625.0
06478,12870,125563.0
06479,10192,111462.0
06480,9421,118955.0
06481,1644,109228.0
06482,11808,144387.0
06483,16799,103682.0
06484,41402,114739.0
06488,19973,112434.0
06489,32444,124543.0
06492,44099,101757.0
06498,6832,76172.0
06510,4205,63598.0
06511,54744,56300.0
06512,29347,84034.0
06513,38343,46520.0
06514,25291,85227.0
06515,18388,74044.0
06516,55147,73566.0
06517,14867,97154.0
06518,19958,105227.0
06519,15426,44394.0
06524,5280,153879.0
06525,9041,201926.0
06604,29497,45794.0
06605,25238,59673.0
06606,50918,68538.0
06607,7709,49555.0
06608,12558,43008.0
06610,22092,50836.0
06611,36928,163227.0
06612,7612,189505.0
06614,35538,105656.0
06615,16865,80707.0
06702,3117,16198.0
06704,30666,47848.0
06705,26352,53169.0
06706,15546,51770.0
06708,29103,63705.0
06710,9669,42774.0
06712,9414,125556.0
06716,16058,114529.0
06750,1324,78750.0
06751,3398,106731.0
06752,1670,156682.0
06753,50,
06754,1849,104444.0
06755,975,115682.0
06756,3013,169821.0
06757,1987,95435.0
06758,22,71250.0
06759,5436,113472.0
06762,7736,142750.0
06763,2078,113750.0
06770,31671,92047.0
06776,27133,102240.0
06777,1802,93203.0
06778,1618,108750.0
06779,7762,89353.0
06782,2098,97222.0
06783,2184,120250.0
06784,3525,106313.0
06785,943,116648.0
06786,9617,99855.0
06787,7493,103843.0
06790,35544,69720.0
06791,5565,108382.0
06793,1270,119375.0
06794,953,72986.0
06795,14409,102800.0
06796,843,107125.0
06798,9787,129427.0
06801,20498,115135.0
06804,17871,142826.0
06807,7667,194492.0
06810,55179,74373.0
06811,30526,107519.0
06812,13558,143864.0
06820,21683,250001.0
06824,36868,193149.0
06825,20992,126744.0
06830,24919,146841.0
06831,14656,218785.0
06840,20704,250001.0
06850,19774,121910.0
06851,28591,106978.0
06853,3229,250001.0
06854,31753,86399.0
06855,8028,102247.0
06870,7903,227727.0
06877,25029,168991.0
06878,8446,250001.0
06880,27364,250001.0
06883,10335,250001.0
06890,4566,214523.0
06896,8719,174981.0
06897,18439,227165.0
06901,10506,87524.0
06902,72915,92527.0
06903,13630,203438.0
06905,20126,132730.0
06906,9472,91710.0
06907,9071,104526.0
07001,17143,95935.0
07002,70468,81285.0
07003,52921,98805.0
07004,7712,113750.0
07005,15240,126411.0
07006,26417,148645.0
07008,25220,87712.0
07009,13317,153654.0
07010,25580,94960.0
07011,38817,73589.0
07012,15153,100341.0
07013,29419,119291.0
07014,4867,138222.0
07016,23841,148629.0
07017,40809,61552.0
07018,28261,59039.0
07020,14544,137847.0
07021,2320,250001.0
07022,14920,64152.0
07023,7714,176667.0
07024,39785,105594.0
07026,32502,75701.0
07027,4688,100948.0
07028,8002,246500.0
07029,22128,80495.0
07030,58340,176943.0
07031,16368,101493.0
07032,40570,83212.0
07033,8339,126295.0
07034,10406,101500.0
07035,11085,117929.0
07036,45101,89942.0
07039,31128,218416.0
07040,25406,167428.0
07041,7610,220923.0
07042,27173,127083.0
07043,13502,250001.0
07044,14441,159044.0
07045,10206,179279.0
07046,4535,250001.0
07047,61202,75505.0
07050,33856,53109.0
07052,48323,131456.0
07054,30139,107955.0
07055,69651,56780.0
07057,11825,82422.0
07058,5933,147207.0
07059,16433,201579.0
07060,47560,72882.0
07062,15018,92711.0
07063,14533,89840.0
07064,3742,143194.0
07065,29748,90852.0
07066,15410,122610.0
07067,18294,134301.0
07068,6211,160644.0
07069,6545,166693.0
07070,18748,136069.0
07071,22343,109021.0
07072,6343,94854.0
07073,10154,91789.0
07074,3106,108359.0
07075,10094,131412.0
07076,24667,173564.0
07077,3196,106926.0
07078,14183,250001.0
07079,18369,184769.0
07080,24215,126161.0
07081,16984,146059.0
07082,5688,194464.0
07083,57036,118106.0
07086,16946,122653.0
07087,66375,65369.0
07088,3083,92041.0
07090,30760,212700.0
07092,6967,210100.0
07093,63321,70389.0
07094,21437,134746.0
07095,20086,99718.0
07102,12954,37093.0
07103,36733,42397.0
07104,54277,51199.0
07105,56657,55752.0
07106,35999,48105.0
07107,42132,49892.0
07108,28317,33960.0
07109,37785,90164.0
07110,29746,115215.0
07111,60334,59232.0
07112,27633,55171.0
07114,12658,34167.0
07201,27725,62026.0
07202,44638,68071.0
07203,22455,82967.0
07204,13965,104418.0
07205,22179,98558.0
07206,31120,60992.0
07208,32404,61873.0
07302,55448,166854.0
07304,49260,68432.0
07305,71643,77126.0
07306,54567,75861.0
07307,42242,80745.0
07310,14577,172946.0
07311,1954,179928.0
07401,6820,156992.0
07403,7644,126825.0
07405,17859,127500.0
07407,21287,100852.0
07410,35153,147952.0
07416,5746,90869.0
07417,11035,231184.0
07418,2523,200296.0
07419,10102,109325.0
07420,5235,106915.0
07421,7660,132419.0
07422,5216,110526.0
07423,4230,250001.0
07424,27475,104122.0
07430,25375,128125.0
07432,6996,140063.0
07435,2430,143191.0
07436,12676,162763.0
07438,11045,119594.0
07439,2231,104946.0
07440,4810,147976.0
07442,11010,119038.0
07444,10766,113661.0
07446,14722,164767.0
07450,26076,217250.0
07452,12082,210369.0
07456,11600,142529.0
07457,4084,96667.0
07458,11712,244155.0
07460,2990,118229.0
07461,18575,104441.0
07462,6892,99125.0
07463,10090,155526.0
07465,5969,113673.0
07470,54131,151561.0
07480,14440,114056.0
07481,16866,196632.0
07501,35321,40699.0
07502,17488,68649.0
07503,19567,60295.0
07504,13485,67269.0
07505,4617,33311.0
07506,19472,118093.0
07508,23611,94611.0
07512,10919,114177.0
07513,10961,64320.0
07514,18912,65492.0
07522,22599,48002.0
07524,14676,50033.0
07601,45768,82212.0
07603,9110,107321.0
07604,12067,118670.0
07605,9333,115476.0
07606,2771,82750.0
07607,10042,119306.0
07608,120,
07620,1503,250001.0
07621,28269,124083.0
07624,8544,187500.0
07626,9101,173293.0
07627,4916,175078.0
07628,18072,125585.0
07630,7263,153963.0
07631,29342,101398.0
07632,5330,222192.0
07640,4883,180515.0
07641,3321,227841.0
07642,10086,169862.0
07643,10942,79476.0
07644,25946,84570.0
07645,8625,183664.0
07646,16882,113513.0
07647,5301,118614.0
07648,5668,164766.0
07649,8197,214736.0
07650,20192,101295.0
07652,26500,139707.0
07656,9218,165391.0
07657,11439,115676.0
07660,13167,98184.0
07661,12024,155827.0
07662,5820,118259.0
07663,14349,125935.0
07666,41499,134311.0
07670,15252,208088.0
07675,27050,176981.0
07676,9276,168922.0
07677,6097,211233.0
07701,24544,113630.0
07702,4162,144500.0
07703,0,
07704,6182,237132.0
07711,1820,125938.0
07712,39597,95691.0
07716,8528,124096.0
07717,1801,109113.0
07718,7057,139313.0
07719,22138,119877.0
07720,4147,94722.0
07721,4445,128110.0
07722,9977,183015.0
07723,815,86563.0
07724,23830,99170.0
07726,44698,145625.0
07727,7135,131125.0
07728,56623,107042.0
07730,17193,122276.0
07731,39924,130064.0
07732,4686,90205.0
07733,17113,175559.0
07734,13188,89073.0
07735,19203,98760.0
07737,4158,134818.0
07738,6901,168945.0
07739,6096,220746.0
07740,32330,73806.0
07746,18137,186885.0
07747,32246,124896.0
07748,28288,152488.0
07750,3201,140074.0
07751,21431,172576.0
07753,37208,92824.0
07755,6150,133299.0
07756,3033,74410.0
07757,6130,156196.0
07758,4230,121150.0
07760,9557,217545.0
07762,8205,103947.0
07764,8576,123661.0
07801,26725,78053.0
07803,3993,113861.0
07820,0,
07821,9036,145100.0
07822,904,106250.0
07823,7542,84381.0
07825,9271,123355.0
07826,5575,114784.0
07827,4111,99938.0
07828,14723,96989.0
07830,7451,181023.0
07831,39,
07832,3459,104358.0
07833,72,138750.0
07834,18203,162644.0
07836,12104,154743.0
07838,3495,121563.0
07840,31995,107956.0
07842,52,
07843,11309,111433.0
07844,111,78015.0
07846,29,114000.0
07847,1769,81313.0
07848,4513,116042.0
07849,8475,111081.0
07850,7328,101765.0
07851,298,105139.0
07852,3893,90924.0
07853,12360,183692.0
07856,4280,98397.0
07857,3543,92596.0
07860,26521,104113.0
07863,4097,101417.0
07865,3284,108881.0
07866,22632,123828.0
07869,25919,170862.0
07870,45,
07871,21167,167443.0
07874,8498,125517.0
07876,9667,163814.0
07878,712,113875.0
07880,195,110134.0
07881,0,
07882,14918,100852.0
07885,11864,100903.0
07901,24502,177986.0
07920,28390,184630.0
07921,7563,117705.0
07922,11971,179006.0
07924,7756,230752.0
07926,72,
07927,4754,166077.0
07928,19667,236000.0
07930,8205,237609.0
07931,3271,159013.0
07932,11498,147009.0
07933,2920,162538.0
07934,1406,228438.0
07935,597,104519.0
07936,11106,144792.0
07939,380,
07940,17675,168520.0
07945,9771,243665.0
07946,3098,213393.0
07950,21576,148469.0
07960,46178,149462.0
07961,342,
07970,262,
07974,12737,168860.0
07976,330,110985.0
07977,733,
07979,205,
07980,2591,146133.0
07981,8908,153329.0
08001,931,138799.0
08002,23574,105523.0
08003,31929,155947.0
08004,10946,107041.0
08005,25936,92548.0
08006,473,104583.0
08007,5460,94375.0
08008,6938,116544.0
08009,14967,101964.0
08010,11506,85285.0
08011,94,
08012,40830,93497.0
08014,283,
08015,19143,78926.0
08016,34801,92560.0
08019,914,168036.0
08020,2522,132306.0
08021,49060,67439.0
08022,9349,118558.0
08023,289,87576.0
08026,2337,99881.0
08027,4942,90508.0
08028,24806,81993.0
08029,5417,95038.0
08030,13185,66190.0
08031,11678,74812.0
08032,220,192609.0
08033,17364,143661.0
08034,20138,111244.0
08035,7530,124592.0
08036,6028,137610.0
08037,23385,83762.0
08038,341,90417.0
08039,29,
08041,788,136250.0
08042,57,
08043,31011,112606.0
08045,3124,70338.0
08046,31876,91447.0
08048,12806,111739.0
08049,5273,94567.0
08050,27599,115456.0
08051,12156,97452.0
08052,19970,75732.0
08053,47612,116745.0
08054,45427,114629.0
08055,28855,158487.0
08056,5164,148409.0
08057,20990,152290.0
08059,5616,95635.0
08060,25647,107165.0
08061,4411,157222.0
08062,17969,159386.0
08063,3056,81654.0
08064,44,
08065,7447,85014.0
08066,7412,62412.0
08067,1704,108884.0
08068,6811,79570.0
08069,13413,68397.0
08070,12477,74006.0
08071,9407,97222.0
08072,173,54760.0
08073,17,
08074,0,
08075,30550,94576.0
08077,20677,126066.0
08078,8058,97857.0
08079,10696,60375.0
08080,39360,119919.0
08081,49418,102924.0
08083,9626,87703.0
08084,6965,100735.0
08085,21856,137028.0
08086,8534,88125.0
08087,25211,87449.0
08088,24153,107980.0
08089,4195,120417.0
08090,9574,114742.0
08091,5909,74828.0
08092,3182,97058.0
