zcta,total_population,median_household_income
44714,10110,57583.0
44718,12809,86171.0
44720,39656,81045.0
44721,13722,95199.0
44730,6096,70344.0
44802,919,61667.0
44804,1603,92212.0
44805,31024,62058.0
44807,2118,76302.0
44809,103,88529.0
44811,12486,64453.0
44813,7816,81214.0
44814,2329,72455.0
44815,762,62794.0
44817,1606,69688.0
44818,2048,64792.0
44820,17265,56942.0
44822,4119,66816.0
44824,3952,82321.0
44825,166,47500.0
44826,1002,56250.0
44827,7009,53089.0
44828,154,26118.0
44830,18409,61589.0
44833,16641,57234.0
44836,2450,76144.0
44837,4514,69513.0
44838,214,56250.0
44839,12702,77377.0
44840,3415,80664.0
44841,590,71250.0
44842,5571,71524.0
44843,2732,89139.0
44844,823,81406.0
44846,3361,97109.0
44847,3567,74677.0
44849,2177,70690.0
44850,213,
44851,5303,62458.0
44853,1507,86076.0
44854,1459,59306.0
44855,1175,67054.0
44856,123,42813.0
44857,23320,62227.0
44859,1781,85688.0
44861,120,47448.0
44864,3089,57500.0
44865,3123,73173.0
44866,2454,63125.0
44867,2180,60227.0
44870,39817,58797.0
44874,253,72500.0
44875,14026,60669.0
44878,2943,79620.0
44880,3131,65118.0
44881,174,
44882,2140,76843.0
44883,28554,62497.0
44887,1140,83179.0
44889,7251,86852.0
44890,10364,64971.0
44901,0,
44902,4876,31619.0
44903,26804,65421.0
44904,14057,61458.0
44905,16254,55716.0
44906,17059,51358.0
44907,15157,44033.0
45001,863,44861.0
45002,14647,84597.0
45003,666,67685.0
45005,31906,74239.0
45011,74636,90360.0
45013,53533,72932.0
45014,45652,69624.0
45015,11102,45543.0
45030,21328,97228.0
45032,627,63309.0
45033,436,43125.0
45034,1080,152829.0
45036,43262,97944.0
45039,28958,111774.0
45040,58132,131803.0
45041,131,
45042,28217,66732.0
45044,54452,71942.0
45050,12162,104519.0
45051,361,63523.0
45052,4236,100000.0
45053,3717,111409.0
45054,2549,96934.0
45055,97,
45056,27598,53413.0
45062,667,53552.0
45064,3281,100605.0
45065,6938,107222.0
45066,26663,122208.0
45067,15328,88662.0
45068,11606,95040.0
45069,55635,115539.0
45070,146,64375.0
45101,1876,38352.0
45102,24838,76015.0
45103,36788,81837.0
45105,71,
45106,11096,68458.0
45107,9748,65625.0
45111,238,84375.0
45112,14,62500.0
45113,3808,99601.0
45115,130,
45118,3789,92469.0
45119,217,123315.0
45120,2412,54509.0
45121,8931,57274.0
45122,11195,85750.0
45123,8739,60614.0
45130,3806,92865.0
45131,374,50694.0
45132,130,31875.0
45133,23604,58813.0
45135,5422,77373.0
45140,56854,110781.0
45142,4095,64216.0
45144,4256,43896.0
45146,1129,67800.0
45147,64,
45148,1675,69448.0
45150,33342,91780.0
45152,13577,120340.0
45153,2452,86136.0
45154,9094,77345.0
45155,522,73833.0
45156,50,
45157,9650,96875.0
45158,743,63295.0
45159,3333,80508.0
45160,568,
45162,2348,72321.0
45164,366,47250.0
45166,0,
45167,3379,66875.0
45168,1399,71154.0
45169,4410,52061.0
45171,5770,63780.0
45172,419,105368.0
45174,2294,205795.0
45176,9813,66363.0
45177,22442,70483.0
45202,17022,87930.0
45203,2530,33798.0
45204,7710,30579.0
45205,18615,41357.0
45206,10387,51128.0
45207,7089,48833.0
45208,17858,133213.0
45209,10772,87841.0
45211,37234,54582.0
45212,21007,63698.0
45213,11273,70897.0
45214,9077,26348.0
45215,30806,71949.0
45216,9493,51602.0
45217,5437,67974.0
45218,3815,74617.0
45219,19326,35936.0
45220,14636,51404.0
45223,13049,46930.0
45224,22186,57754.0
45225,9451,22320.0
45226,5962,100320.0
45227,18653,70614.0
45229,14000,30829.0
45230,26923,87100.0
45231,40852,69140.0
45232,7257,25232.0
45233,15362,110408.0
45236,24648,81990.0
45237,21234,43598.0
45238,48936,64672.0
45239,29035,58276.0
45240,29453,66918.0
45241,23545,94943.0
45242,22253,120869.0
45243,15958,170006.0
45244,28720,108413.0
45245,19707,73135.0
45246,13925,70150.0
45247,23588,95810.0
45248,23287,81731.0
45249,14219,107227.0
45251,20561,75620.0
45252,4941,96750.0
45255,22760,88694.0
45267,3,
45301,201,112733.0
45302,4369,88961.0
45303,2169,54669.0
45304,7624,72014.0
45305,11597,119129.0
45306,2283,85625.0
45307,237,54432.0
45308,4376,70744.0
45309,11905,72570.0
45310,255,81250.0
45311,5960,66210.0
45312,1109,89653.0
45314,6488,87366.0
45315,4804,84186.0
45316,134,80000.0
45317,838,101023.0
45318,5338,64239.0
45319,364,70278.0
45320,15402,68740.0
45321,1254,67153.0
45322,20978,72073.0
45323,4954,77835.0
45324,41273,59861.0
45325,2746,79688.0
45326,1509,87500.0
45327,8949,84538.0
45328,538,63594.0
45330,810,76033.0
45331,22298,53797.0
45332,602,65000.0
45333,1739,61581.0
45334,1921,64375.0
45335,7285,78942.0
45336,82,63125.0
45337,1750,105417.0
45338,4782,75462.0
45339,982,92500.0
45340,592,91250.0
45341,3702,57800.0
45342,36675,83936.0
45344,16841,71627.0
45345,5923,77279.0
45346,2022,81076.0
45347,4029,68073.0
45348,817,108409.0
45349,284,89375.0
45350,69,121250.0
45351,384,100417.0
45352,177,63542.0
45353,230,96518.0
45354,643,71875.0
45356,25155,66134.0
45358,313,57917.0
45359,2041,70707.0
45360,325,44464.0
45361,325,60625.0
45362,1164,68173.0
45363,1862,85000.0
45365,28955,66044.0
45368,3860,60411.0
45369,4232,96500.0
45370,2732,105625.0
45371,22521,89425.0
45372,286,55250.0
45373,37274,78278.0
45377,14972,82617.0
45378,459,72917.0
45380,5552,84388.0
45381,5662,72772.0
45382,1139,88125.0
45383,6883,63795.0
45384,1957,83125.0
45385,40057,75327.0
45387,5174,85691.0
45388,727,88750.0
45389,701,73125.0
45390,3349,46974.0
45402,9964,45386.0
45403,13831,36250.0
45404,10762,35286.0
45405,19322,41901.0
45406,20261,43241.0
45409,15677,84000.0
45410,15617,46766.0
45414,20479,53824.0
45415,12171,78864.0
45416,5353,45710.0
45417,28161,35027.0
45419,16583,85876.0
45420,23956,56670.0
45423,0,
45424,49871,78566.0
45426,13582,51538.0
45428,274,
45429,26510,77291.0
45430,7171,107500.0
45431,26961,80058.0
45432,14988,83323.0
45433,1560,79205.0
45434,12482,142260.0
45435,154,
45439,12246,47788.0
45440,22730,83378.0
45449,18627,60303.0
45458,37413,110682.0
45459,28454,89144.0
45469,206,
45501,0,
45502,17076,87378.0
45503,32673,54561.0
45504,16654,67334.0
45505,20299,42409.0
45506,13339,40132.0
45601,56453,57430.0
45612,4626,50500.0
45613,3331,36855.0
45614,5585,63418.0
45616,1588,51818.0
45617,0,
45618,0,
45619,7273,57525.0
45620,751,77556.0
45621,397,44069.0
45622,612,46538.0
45623,3381,63854.0
45624,0,
45628,5670,69786.0
45629,3127,61722.0
45630,368,2499.0
45631,12669,54772.0
45634,1562,52879.0
45636,375,91385.0
45638,19921,49544.0
45640,16360,62813.0
45642,0,
45644,4561,70469.0
45645,2709,53056.0
45646,174,
45647,2276,63906.0
45648,11306,69065.0
45650,303,66731.0
45651,5402,57761.0
45652,3147,44297.0
45653,3742,78625.0
45654,715,54240.0
45656,6812,57846.0
45657,1697,57946.0
45658,2654,69500.0
45659,3007,48636.0
45660,7817,54904.0
45661,7528,57250.0
45662,26972,37345.0
45663,6435,48224.0
45669,10085,65824.0
45671,418,48958.0
45672,1408,52243.0
45673,600,
45674,681,28594.0
45677,32,
45678,1196,57361.0
45679,2701,46792.0
45680,11878,55348.0
45681,1440,53317.0
45682,1824,44500.0
45684,1577,52000.0
45685,1272,63472.0
45686,3556,53212.0
45688,204,25500.0
45690,13315,48201.0
45692,7699,52449.0
45693,8452,45556.0
45694,12763,64482.0
45695,748,48787.0
45696,951,31016.0
45697,6138,75075.0
45698,449,57188.0
45699,1271,
45701,33501,49604.0
45710,5361,78866.0
45711,1039,67018.0
45714,9333,57045.0
45715,2024,46793.0
45716,410,57917.0
45719,822,36356.0
45720,0,
45721,32,
45723,3663,61793.0
45724,1597,70764.0
45727,909,33542.0
45729,2149,79054.0
45732,4287,57034.0
45734,301,38393.0
45735,1720,52957.0
45739,54,
45740,338,64038.0
45741,871,
45742,3447,87986.0
45743,1228,53571.0
45744,2164,64853.0
45745,945,47808.0
45746,301,40000.0
45750,26485,56883.0
45760,3682,37014.0
45761,1323,60398.0
45764,7548,47978.0
45766,1535,59537.0
45767,2566,45375.0
45768,1566,80956.0
45769,5560,49063.0
45770,765,43528.0
45771,3462,41711.0
45772,1614,60924.0
45773,516,67065.0
45775,1548,56159.0
45776,1014,43063.0
45778,1131,62679.0
45779,630,50938.0
45780,2653,51789.0
45782,442,46450.0
45783,217,
45784,3089,80096.0
45786,3019,61295.0
45788,1021,79237.0
45789,177,75268.0
45801,21431,47442.0
45804,14197,42594.0
45805,24746,65954.0
45806,10978,82160.0
45807,11631,74387.0
45808,329,75833.0
45809,69,
45810,7345,59065.0
45812,1938,41230.0
45813,3492,67614.0
45814,2580,86477.0
45815,69,
45816,309,77614.0
45817,5820,82784.0
45819,249,74583.0
45820,600,79643.0
45821,710,84091.0
45822,20170,72106.0
45826,419,99583.0
45827,2151,84099.0
45828,6343,77857.0
45830,5403,78449.0
45831,3566,74801.0
45832,3098,73056.0
45833,10822,66919.0
45835,521,92813.0
45836,1519,58508.0
45838,71,88553.0
45840,54342,64076.0
45841,1077,93919.0
45843,3908,68438.0
45844,2905,90917.0
45845,3386,91667.0
45846,4763,92273.0
45848,106,79028.0
45849,1136,92743.0
45850,3763,82454.0
45851,578,81917.0
45853,1685,84439.0
45854,339,49653.0
45855,158,69167.0
45856,5290,87292.0
45858,2693,66552.0
45859,378,49792.0
45860,2437,110652.0
45861,367,90565.0
45862,1182,38281.0
45863,1388,62841.0
45864,185,76250.0
45865,5415,92016.0
45866,100,73750.0
45867,975,88929.0
45868,809,117750.0
45869,4323,88915.0
45870,505,154643.0
45871,2091,82632.0
45872,4572,62380.0
45873,2232,66771.0
45874,2186,66520.0
45875,10861,86358.0
45876,913,75250.0
45877,2452,67153.0
45879,6524,62159.0
45880,2437,71875.0
45881,1704,65375.0
45882,2719,71938.0
45883,4099,113427.0
45884,168,160417.0
45885,12744,75054.0
45886,422,81607.0
45887,4335,62838.0
45888,237,67500.0
45889,1849,112083.0
45890,873,103056.0
45891,15522,62944.0
45893,166,60208.0
45894,681,74659.0
45895,17983,72965.0
45896,1705,61544.0
45897,91,
45898,908,54063.0
45899,180,49375.0
46001,10481,66379.0
46011,17115,77618.0
46012,20248,58538.0
46013,17616,49557.0
46016,18380,35543.0
46017,5421,72468.0
46030,3278,91927.0
46031,2237,73583.0
46032,51181,123438.0
46033,40153,150529.0
46034,7263,90795.0
46035,1317,72446.0
46036,11211,59082.0
46037,46976,137969.0
46038,43245,105092.0
46039,506,76458.0
46040,17891,144834.0
46041,23359,60716.0
46044,2646,75125.0
46045,156,158438.0
46047,18,
46048,2209,69423.0
46049,994,78523.0
46050,2034,75000.0
46051,2857,77411.0
46052,23455,66828.0
46055,15027,116811.0
46056,2244,72955.0
46057,1061,76806.0
46058,2127,75938.0
46060,47514,91141.0
46062,39348,116834.0
46063,279,56250.0
46064,17730,92012.0
46065,3488,76786.0
46068,2555,97202.0
46069,6924,70784.0
46070,2289,64706.0
46071,3229,81755.0
46072,8751,75295.0
46074,46042,123580.0
46075,9084,118839.0
46076,1754,72434.0
46077,35378,160868.0
46102,418,65000.0
46103,371,76875.0
46104,1098,57852.0
46105,1694,92946.0
46106,9482,106914.0
46107,13021,57377.0
46110,942,69304.0
46111,456,69438.0
46112,42491,113293.0
46113,17367,85510.0
46115,1512,49464.0
46117,555,57750.0
46118,4340,77480.0
46120,6138,55192.0
46121,5153,87394.0
46122,16343,94290.0
46123,42395,102989.0
46124,7638,67926.0
46125,42,
46126,3976,73730.0
46127,431,50288.0
46128,2319,85250.0
46130,2372,110221.0
46131,35502,81914.0
46133,996,57629.0
46135,19639,70847.0
46140,42927,82850.0
46142,35368,85611.0
46143,58238,89401.0
46144,219,106042.0
46146,106,
46147,2490,72031.0
46148,4948,62951.0
46149,2234,86625.0
46150,860,58456.0
46151,32339,77724.0
46154,175,
46155,71,43321.0
46156,1011,76964.0
46157,4370,74286.0
46158,24622,79877.0
46160,6416,72003.0
46161,2263,70337.0
46162,276,115395.0
46163,14318,111378.0
46164,3991,92235.0
46165,2060,88348.0
46166,2819,82528.0
46167,7132,123390.0
46168,38889,87315.0
46170,0,
46171,1980,90125.0
46172,2215,82656.0
46173,10544,65708.0
46175,451,72143.0
46176,28581,66045.0
46180,1002,79886.0
46181,5094,85625.0
46182,1670,88462.0
46183,41,
46184,13464,90250.0
46186,1762,64500.0
46201,31650,43183.0
46202,20331,61082.0
46203,37297,55375.0
46204,11022,88081.0
46205,29196,65756.0
46206,0,
46208,22026,55435.0
46214,24645,58863.0
46216,2546,56838.0
46217,38659,88326.0
46218,28560,34635.0
46219,38246,57811.0
46220,36159,103735.0
46221,26255,58316.0
46222,37608,45198.0
46224,39858,53731.0
46225,5535,47917.0
46226,45640,47086.0
46227,57164,50993.0
46228,16324,95574.0
46229,28284,62982.0
46231,10950,76823.0
46234,27941,83137.0
46235,35897,56160.0
46236,26049,117530.0
46237,42747,76676.0
46239,33403,92160.0
46240,19632,70728.0
46241,32943,51598.0
46250,17933,69591.0
46254,40263,57825.0
46256,21785,86529.0
46259,15049,129615.0
46260,35102,70642.0
46268,25623,63322.0
46278,8733,153930.0
46280,7657,84561.0
46290,111,
46301,597,118750.0
46302,36,66000.0
46303,16910,78659.0
46304,27402,88551.0
46307,71418,102118.0
46310,13914,81083.0
46311,23405,109167.0
46312,26158,41071.0
46319,17683,75976.0
46320,14097,35706.0
46321,23733,105764.0
46322,23749,76219.0
46323,23184,56906.0
46324,21433,61118.0
46327,10797,50457.0
46340,1531,55579.0
46341,10169,99444.0
46342,32525,72163.0
46345,76,
46346,1313,55938.0
46347,4778,84246.0
46348,1201,51076.0
46349,3060,75057.0
46350,45152,75311.0
46356,19396,87535.0
46360,43997,59641.0
46365,911,86500.0
46366,5672,65917.0
46368,40237,72638.0
46371,3490,95154.0
46373,18509,123203.0
46374,998,71500.0
46375,24012,89646.0
46376,280,68750.0
46377,31,
46379,267,96490.0
46381,447,45391.0
46382,1833,95278.0
46383,42464,75575.0
46385,41390,97208.0
46390,2965,79219.0
46391,8555,86955.0
46392,8332,93875.0
46393,128,36645.0
46394,12141,66386.0
46402,5636,29125.0
46403,10697,44114.0
46404,16846,39188.0
46405,11509,57005.0
46406,8513,35631.0
46407,8889,25551.0
46408,15571,47063.0
46409,7072,40637.0
46410,38803,61735.0
46501,3915,62721.0
46502,0,
46504,3391,83712.0
46506,10095,72689.0
46507,9799,88510.0
46508,184,48833.0
46510,3154,96759.0
46511,4019,55469.0
46513,0,
46514,41480,61784.0
46516,31959,54934.0
46517,25438,53263.0
46524,2133,75313.0
46526,33527,65864.0
46528,26356,77620.0
46530,31907,114684.0
46531,1818,56278.0
46532,1628,71339.0
46534,11029,60248.0
46536,3086,77411.0
46537,520,61813.0
46538,4369,86923.0
46539,2570,76750.0
46540,13239,99664.0
46542,5108,75192.0
46543,4467,110685.0
46544,31138,57873.0
46545,26581,55889.0
46550,12442,80403.0
46552,6665,79464.0
46553,3790,85861.0
46554,4285,75043.0
46555,2398,70268.0
46556,8159,
46561,14499,83520.0
46562,5118,61599.0
46563,23869,69205.0
46565,8718,95578.0
46567,9371,73277.0
46570,1140,60000.0
46571,6321,84705.0
46572,129,53158.0
46573,3943,79375.0
46574,7414,73950.0
46580,21812,70978.0
46582,14490,67161.0
46590,5073,97813.0
46595,54,
46601,4933,27080.0
46613,11726,41625.0
46614,29339,70998.0
46615,14411,57983.0
46616,6219,56293.0
46617,10402,73700.0
46619,21179,46679.0
46624,31,
46628,27929,56889.0
46635,6552,79416.0
46637,16079,72401.0
46701,8186,76813.0
46702,1955,64792.0
46703,18907,69940.0
46704,69,
46705,1988,62232.0
46706,20277,76288.0
46710,4486,81927.0
46711,8211,59817.0
46714,15257,63468.0
46721,4890,67969.0
46723,7575,80183.0
46725,22941,76214.0
46730,1183,95625.0
46731,858,108542.0
46732,2434,63258.0
46733,19246,63804.0
46737,7076,72927.0
46738,8462,62212.0
46740,4766,59230.0
46741,4218,90114.0
46742,3126,77037.0
46743,2191,71875.0
46745,1895,89632.0
46746,4474,78250.0
46747,2566,69500.0
46748,6933,98443.0
46750,27341,60883.0
46755,15528,66034.0
46759,381,57875.0
46760,1129,44375.0
46761,11985,72088.0
46763,1358,98603.0
46764,1697,66818.0
46765,5972,105114.0
46766,614,83371.0
46767,8979,75827.0
46770,2604,74191.0
46771,193,
46772,3164,78594.0
46773,3270,65556.0
46774,17066,70758.0
46776,1607,54866.0
46777,6136,69294.0
46778,83,
46779,2184,93092.0
46781,879,89886.0
46783,7610,98679.0
46784,1999,71500.0
46785,1630,68958.0
46786,38,
46787,4144,70030.0
46788,4372,97250.0
46789,149,
46791,1025,111563.0
46792,3577,71595.0
46793,4122,74412.0
46794,1138,70278.0
46795,7011,77279.0
46796,217,
46797,4438,92000.0
46798,1008,78451.0
46799,455,62250.0
46802,10360,40903.0
46803,11187,31797.0
46804,29177,84778.0
46805,21851,50099.0
46806,26060,44601.0
46807,16285,56341.0
46808,19916,53632.0
46809,8677,54362.0
46814,16906,143245.0
46815,26811,67224.0
46816,19240,43760.0
46818,21914,86583.0
46819,9318,66618.0
46825,29071,68890.0
46835,37589,75595.0
46845,28664,115690.0
46901,38254,61041.0
46902,36640,59548.0
46910,3125,67045.0
46911,1742,84000.0
46913,1386,84583.0
46914,3997,59205.0
46915,639,59583.0
46917,1992,57946.0
46919,1792,71033.0
46920,1397,96597.0
46922,0,
46923,8036,61088.0
46926,1414,67679.0
46928,4450,63387.0
46929,3029,61667.0
46930,202,51250.0
46931,290,45000.0
46932,2996,70093.0
46933,6469,59398.0
46936,5956,79345.0
46937,19,
46938,2576,45469.0
46939,1757,63750.0
46940,2913,69135.0
46941,878,77019.0
46943,113,40000.0
46945,0,
46946,92,57000.0
46947,28830,55088.0
46950,385,37361.0
46951,2016,52159.0
46952,17825,53481.0
46953,23570,46224.0
46957,493,46875.0
46958,603,83789.0
46959,573,96442.0
46960,1123,44012.0
46961,47,
46962,8994,71863.0
46965,44,
46967,153,58929.0
46968,136,92550.0
46970,23129,56722.0
46971,0,
46974,1565,57857.0
46975,13985,64009.0
46978,2111,66250.0
46979,5026,93571.0
46980,52,
46982,2653,75709.0
46984,7,
46985,1247,52073.0
46986,1672,76510.0
46987,1109,77813.0
46988,909,51750.0
46989,5403,73679.0
46990,437,93409.0
46991,1657,47321.0
46992,16475,65500.0
46994,2180,60732.0
46996,6231,60287.0
46998,196,
47001,10374,72560.0
47003,1038,79205.0
47006,12607,76220.0
47010,154,105417.0
47011,1533,74766.0
47012,10891,86369.0
47016,683,66533.0
47017,415,
47018,4725,64300.0
47020,1164,66047.0
47021,0,
47022,2837,104375.0
47023,2076,68438.0
47024,2909,55956.0
47025,23713,89986.0
47030,1574,58264.0
47031,5179,67520.0
47032,3136,62484.0
47033,0,
47034,152,71731.0
47035,266,36489.0
47036,1202,85000.0
47037,4289,71068.0
47038,800,47941.0
47040,5408,68865.0
47041,6148,86778.0
47042,3867,74401.0
47043,4851,64441.0
47060,6379,75878.0
47102,6647,47617.0
47104,8,
47106,4583,87431.0
47108,2003,47868.0
47110,656,63826.0
47111,17899,93418.0
47112,17123,66943.0
47114,537,74844.0
47115,2929,83796.0
47116,436,37426.0
47117,4352,88648.0
47118,4097,42206.0
47119,11748,118093.0
47120,824,58906.0
47122,11230,106034.0
47123,168,70737.0
47124,5514,111815.0
47125,1684,60977.0
47126,4146,92900.0
47129,19611,55447.0
47130,49192,68412.0
47135,1063,55804.0
47136,4787,96625.0
47137,1266,54737.0
47138,4646,73777.0
47140,2458,63651.0
47141,1582,97868.0
47142,530,86094.0
47143,3775,133147.0
47145,1782,47988.0
47147,1608,84318.0
47150,49606,62212.0
47160,67,76250.0
47161,3362,84318.0
47162,501,73839.0
47163,1293,62717.0
47164,3319,62181.0
47165,6599,76071.0
47166,1531,72386.0
47167,15573,57697.0
47170,15279,57661.0
47172,20423,80525.0
47174,58,48333.0
47175,843,65417.0
47177,1960,75993.0
47201,48602,82667.0
47203,25106,73595.0
47220,6070,69720.0
47223,1190,88025.0
47224,396,101250.0
47225,90,
47226,175,63542.0
47227,1425,87617.0
47229,2971,62917.0
47230,1832,76964.0
47231,742,50000.0
47232,2329,81875.0
47234,1571,99479.0
47235,1658,71250.0
47236,298,
47240,21514,74373.0
47243,6235,66333.0
47244,570,68750.0
47246,4142,88106.0
47247,165,
47250,23013,56667.0
47260,1909,65733.0
47263,172,75417.0
47264,1506,66875.0
47265,20981,65877.0
47270,543,80690.0
47272,2100,73085.0
47273,1838,79015.0
47274,32786,72186.0
47280,978,48640.0
47281,1504,82243.0
47282,224,67188.0
47283,4085,80536.0
47302,25365,47185.0
47303,24115,42556.0
47304,31432,67756.0
47305,3570,33125.0
47306,3866,
47320,4486,68244.0
47324,262,67734.0
47325,578,76302.0
47326,1784,51418.0
47327,4384,58988.0
47330,5346,64969.0
47331,22769,56530.0
47334,3202,73076.0
47335,648,48958.0
47336,2793,50381.0
47337,196,59375.0
47338,2378,62064.0
47339,450,43125.0
47340,3267,61146.0
47341,2513,82361.0
47342,2514,65568.0
47344,162,
47345,1465,69274.0
47346,4123,69180.0
47348,8986,44198.0
47351,505,60500.0
47352,823,62039.0
47353,5111,80391.0
47354,1122,63204.0
47355,2966,65172.0
47356,5508,68654.0
47357,1184,97544.0
47358,917,75729.0
47359,3688,67308.0
47360,1480,65227.0
47361,268,65221.0
47362,29442,56564.0
47366,9,
47367,105,
47368,2118,69936.0
47369,1216,33510.0
47370,145,39583.0
47371,12450,59215.0
47373,2218,49199.0
47374,45186,52566.0
47380,1537,55278.0
47381,199,58958.0
47382,188,61023.0
47383,2564,59700.0
47384,2038,72083.0
47385,1700,100479.0
47386,1210,76430.0
47387,461,81071.0
47388,413,51500.0
47390,5084,44752.0
47392,230,76790.0
47393,1595,83192.0
47394,8137,66335.0
47396,7808,80490.0
47401,40084,65643.0
47403,34410,68703.0
47404,23614,54674.0
47405,1249,
47406,8356,
47408,21660,45584.0
47420,77,
47421,27610,66588.0
47424,8620,69022.0
47427,850,77857.0
47429,7402,88625.0
47431,1401,58826.0
47432,4721,64162.0
47433,3722,57224.0
47434,13,
47435,129,
47436,1649,73462.0
47437,16,
47438,4203,45313.0
47441,8755,49496.0
47443,1336,60795.0
47445,94,76080.0
47446,9259,53182.0
47448,7719,65136.0
47449,407,53583.0
47451,1523,63125.0
47452,5118,71031.0
47453,325,50000.0
47454,7529,53931.0
47455,34,
47456,1305,67719.0
47457,0,
47458,19,
47459,3904,76667.0
47460,11395,67688.0
47462,4949,90205.0
47464,316,61382.0
47465,528,49500.0
47467,0,
47468,1195,81979.0
47469,1578,60147.0
47470,1441,71936.0
47471,3116,62569.0
47501,18335,60476.0
47512,4216,60217.0
47513,1797,63026.0
47514,1414,
47515,1196,68854.0
47516,943,82083.0
47519,401,106125.0
47520,2768,52969.0
47521,750,100214.0
47522,315,
47523,3518,65000.0
47524,486,49196.0
47525,313,71731.0
47527,2230,88571.0
47528,514,49712.0
47529,1140,74750.0
47531,951,100353.0
47532,4415,83443.0
47535,776,58654.0
47537,606,46943.0
47541,1110,76759.0
47542,10034,74205.0
47546,22376,67806.0
47550,670,112396.0
47551,561,88047.0
47552,203,143313.0
47553,8613,74533.0
47557,1360,80833.0
47558,5252,88154.0
47561,1293,42202.0
47562,5332,70896.0
47564,1500,59125.0
47567,6187,64890.0
47568,579,58750.0
47573,18,
47574,136,111250.0
47575,1118,
47576,676,
47577,1179,65823.0
47578,512,54110.0
47579,2881,95313.0
47580,108,
47581,2828,56864.0
47584,137,60750.0
47585,664,56944.0
47586,10994,58641.0
47588,881,59096.0
47590,550,104250.0
47591,25191,57862.0
47596,81,98438.0
47597,849,68409.0
47598,2908,65893.0
47601,13119,77411.0
47610,5695,74556.0
47611,899,57917.0
47612,784,66750.0
47613,2722,108871.0
47615,1683,60250.0
47616,214,80208.0
47619,1629,68600.0
47620,12533,74869.0
47630,39461,101462.0
47631,2085,60509.0
47633,2402,71136.0
47634,2101,64886.0
47635,5578,63490.0
47637,1301,67000.0
47638,3766,84311.0
47639,4633,90985.0
47640,882,59775.0
47648,4453,68068.0
47649,1310,60362.0
47654,11,81250.0
47660,4819,53791.0
47665,4053,67697.0
47666,1411,63456.0
47670,11638,65873.0
47683,49,76250.0
47708,636,55436.0
47710,18802,45324.0
47711,30793,65398.0
47712,24999,64285.0
47713,9930,37448.0
47714,33148,54614.0
47715,28476,59821.0
47720,17103,76968.0
47725,19436,105528.0
47802,33192,58880.0
47803,21702,59306.0
47804,10642,38036.0
47805,12809,69716.0
47807,13028,24389.0
47809,1554,
47831,0,
47832,1070,76375.0
47833,917,78942.0
47834,18773,66677.0
47836,0,
47837,876,82750.0
47838,3952,65000.0
47840,1903,83421.0
47841,2546,61307.0
47842,9675,54181.0
47845,51,
47846,978,87750.0
47847,869,54840.0
47848,1319,59575.0
47849,561,85909.0
47850,2027,64333.0
47851,0,
47853,117,60139.0
47854,884,84864.0
47855,835,46122.0
47857,321,58750.0
47858,952,49459.0
47859,1078,46667.0
47860,615,39808.0
47861,640,55772.0
47862,1262,67500.0
47863,198,
47865,4,
47866,512,83558.0
47868,2870,49789.0
47869,6,
47870,0,
47871,479,72813.0
47872,8641,66508.0
47874,2950,58125.0
47875,0,
47876,361,
47879,3120,50000.0
47880,14,
47881,253,48750.0
47882,8494,53522.0
47884,207,64375.0
47885,9287,66203.0
47901,4342,46425.0
47904,16340,46841.0
47905,42109,63115.0
47906,74283,51736.0
47907,0,
47909,42971,67341.0
47916,40,51250.0
47917,306,98125.0
47918,5159,64804.0
47920,2478,108992.0
47921,1131,81442.0
47922,1347,59427.0
47923,3550,77266.0
47924,75,
47925,22,
47926,916,84018.0
47928,1748,57917.0
47929,707,71838.0
47930,1113,58906.0
47932,5193,59365.0
47933,28227,61968.0
47940,1490,68750.0
47941,1047,74500.0
47942,789,69167.0
47943,967,64231.0
47944,3492,53563.0
47946,2175,78839.0
47948,1158,57563.0
47949,1563,77750.0
47950,828,51625.0
47951,2246,63228.0
47952,2676,54250.0
47954,2223,84136.0
47955,824,61607.0
47957,2067,58412.0
47958,196,84583.0
47959,2557,60469.0
47960,15313,61087.0
47963,2362,74318.0
47964,93,45000.0
47965,550,75089.0
47966,297,50250.0
47967,853,80139.0
47968,1283,74583.0
47969,250,51875.0
47970,2634,72468.0
47971,1718,53654.0
47974,1399,90455.0
47975,754,69167.0
47977,2606,75227.0
47978,10097,71359.0
47980,1075,62171.0
47981,915,76250.0
47982,98,62500.0
47983,276,61727.0
47986,0,
47987,3705,71875.0
47989,1243,101369.0
47990,1374,60640.0
47991,1398,102643.0
47992,1523,106458.0
47993,3667,68438.0
47994,510,98125.0
47995,1809,77981.0
47997,202,62500.0
48001,11502,64538.0
48002,3129,91889.0
48003,6045,88533.0
48005,5315,110946.0
48006,3891,70451.0
48009,21623,152443.0
48014,4319,70341.0
48015,8448,52857.0
48017,11271,86935.0
48021,34003,58196.0
48022,2517,89702.0
48023,4980,79345.0
48025,14755,177126.0
48026,14604,61118.0
48027,3182,84939.0
48028,1058,106765.0
48030,14945,62878.0
48032,1834,89000.0
48033,16900,55599.0
48034,15213,59634.0
48035,33619,69245.0
48036,22160,65109.0
48038,44250,78684.0
48039,7466,76304.0
48040,9942,69661.0
48041,4385,87599.0
48042,33303,125433.0
48043,15503,57315.0
48044,58631,115664.0
48045,24118,77808.0
48047,39825,95381.0
48048,11065,68990.0
48049,5485,86250.0
48050,1290,88804.0
